user,item,skill,correct,wins,fails
0,74,7,0,0,1
0,74,7,1,1,1
0,75,7,1,2,1
0,76,7,1,3,1
0,77,5,1,9,4
0,78,5,0,9,5
0,78,5,1,10,5
0,79,5,0,10,6
0,79,5,1,11,6
0,80,5,1,12,6
0,81,6,1,11,3
0,82,6,1,12,3
0,83,6,1,13,3
0,84,5,1,13,6
0,85,6,0,13,4
0,85,6,1,14,4
0,86,6,1,15,4
0,87,6,1,16,4
0,88,5,1,14,6
0,89,6,1,17,4
0,90,6,1,18,4
0,91,6,1,19,4
0,92,7,0,3,2
0,92,7,1,4,2
0,93,7,1,5,2
0,94,7,1,6,2
0,95,5,0,14,7
0,95,5,1,15,7
0,96,5,0,15,8
0,96,5,1,16,8
0,97,5,0,16,9
0,97,5,1,17,9
0,98,5,0,17,10
0,98,5,1,18,10
0,99,5,0,18,11
0,99,5,1,19,11
0,100,5,0,19,12
0,100,5,1,20,12
0,101,5,0,20,13
0,101,5,1,21,13
0,102,5,1,22,13
0,103,5,1,23,13
0,104,5,0,23,14
0,104,5,1,24,14
0,105,7,1,7,2
0,106,7,0,7,3
0,106,7,1,8,3
0,107,7,0,8,4
0,107,7,1,9,4
0,108,7,1,10,4
0,109,7,1,11,4
0,110,7,0,11,5
0,110,7,1,12,5
0,111,7,1,13,5
0,112,7,0,13,6
0,112,7,1,14,6
0,113,7,1,15,6
0,114,7,1,16,6
0,115,7,0,16,7
0,115,7,1,17,7
0,116,7,0,17,8
0,116,7,1,18,8
0,117,7,0,18,9
0,117,7,1,19,9
0,118,7,1,20,9
0,119,7,1,21,9
0,120,7,1,22,9
0,121,7,1,23,9
0,122,7,1,24,9
0,123,7,1,25,9
0,124,8,0,0,1
0,124,8,1,1,1
0,125,9,1,1,0
0,126,10,1,1,0
0,127,8,0,1,2
0,127,8,1,2,2
0,128,9,0,1,1
0,128,9,1,2,1
0,129,10,1,2,0
0,130,9,0,2,2
0,130,9,1,3,2
0,131,8,0,2,3
0,131,8,1,3,3
0,132,10,1,3,0
0,133,10,1,4,0
0,134,8,0,3,4
0,134,8,1,4,4
0,135,9,0,3,3
0,135,9,1,4,3
0,136,9,0,4,4
0,136,9,1,5,4
0,137,9,0,5,5
0,137,9,1,6,5
0,138,8,0,4,5
0,138,8,1,5,5
0,139,9,0,6,6
0,139,9,1,7,6
0,140,10,0,4,1
0,140,10,1,5,1
0,141,0,0,16,3
0,141,0,1,17,3
0,142,9,0,7,7
0,142,9,1,8,7
0,143,1,0,6,2
0,143,1,1,7,2
0,144,8,0,5,6
0,144,8,1,6,6
0,145,9,0,8,8
0,145,9,1,9,8
0,146,10,0,5,2
0,146,10,1,6,2
0,147,8,0,6,7
0,147,8,1,7,7
0,148,9,0,9,9
0,148,9,1,10,9
0,149,10,1,7,2
0,150,9,1,11,9
0,151,8,1,8,7
0,152,10,1,8,2
1,105,7,1,26,9
1,107,7,0,26,10
1,107,7,1,27,10
1,106,7,0,27,11
1,106,7,1,28,11
1,60,6,0,19,5
1,60,6,1,20,5
1,61,5,0,24,15
1,61,5,1,25,15
1,62,5,1,26,15
2,27,0,0,17,4
2,27,0,1,18,4
2,153,0,0,18,5
2,153,0,1,19,5
2,154,2,0,3,2
2,154,2,1,4,2
2,31,4,0,35,18
2,31,4,1,36,18
3,74,7,0,28,12
3,74,7,1,29,12
3,75,7,1,30,12
3,76,7,1,31,12
3,105,7,1,32,12
3,107,7,0,32,13
3,107,7,1,33,13
3,106,7,0,33,14
3,106,7,1,34,14
3,92,7,1,35,14
3,93,7,1,36,14
3,94,7,1,37,14
3,111,7,1,38,14
3,112,7,0,38,15
3,112,7,1,39,15
3,113,7,0,39,16
3,113,7,1,40,16
3,124,8,1,9,7
3,125,9,0,11,10
3,125,9,1,12,10
3,126,10,1,9,2
3,127,8,1,10,7
3,128,9,0,12,11
3,128,9,1,13,11
3,129,10,1,10,2
3,133,10,1,11,2
3,134,8,1,11,7
3,135,9,1,14,11
3,131,8,0,11,8
3,131,8,1,12,8
3,130,9,1,15,11
3,132,10,1,12,2
3,136,9,1,16,11
3,137,9,1,17,11
3,138,8,0,12,9
3,138,8,1,13,9
3,139,9,1,18,11
3,140,10,1,13,2
3,142,9,1,19,11
3,141,0,1,20,5
3,143,1,1,8,2
3,144,8,1,14,9
3,145,9,1,20,11
3,146,10,1,14,2
3,147,8,1,15,9
3,148,9,1,21,11
3,149,10,1,15,2
3,155,10,1,16,2
3,156,8,1,16,9
3,157,9,0,21,12
3,157,9,1,22,12
3,150,9,0,22,13
3,150,9,1,23,13
3,151,8,1,17,9
3,152,10,1,17,2
3,158,9,1,24,13
3,159,8,1,18,9
3,160,8,1,19,9
3,161,9,1,25,13
3,162,10,1,18,2
3,163,3,1,4,0
3,164,11,0,0,1
3,164,11,1,1,1
3,165,5,1,27,15
3,166,1,1,9,2
3,167,3,1,5,0
3,168,11,0,1,2
3,168,11,1,2,2
3,169,5,1,28,15
3,170,1,1,10,2
3,171,11,1,3,2
3,172,5,1,29,15
3,173,3,1,6,0
3,174,1,1,11,2
3,175,9,1,26,13
3,176,3,1,7,0
3,177,1,1,12,2
3,178,1,0,12,3
3,178,1,1,13,3
3,179,1,1,14,3
3,180,1,1,15,3
4,139,9,0,26,14
4,139,9,1,27,14
4,140,10,1,19,2
4,136,9,1,28,14
4,142,9,1,29,14
4,141,0,0,20,6
4,141,0,1,21,6
4,143,1,1,16,3
4,181,9,1,30,14
4,164,11,0,3,3
4,164,11,1,4,3
4,165,5,1,30,15
4,163,3,1,8,0
4,166,1,0,16,4
4,166,1,1,17,4
4,167,3,1,9,0
4,168,11,0,4,4
4,168,11,1,5,4
4,169,5,0,30,16
4,169,5,1,31,16
4,170,1,1,18,4
4,173,3,1,10,0
4,171,11,1,6,4
4,172,5,1,32,16
4,174,1,0,18,5
4,174,1,1,19,5
4,175,9,0,30,15
4,175,9,1,31,15
4,176,3,0,10,1
4,176,3,1,11,1
4,177,1,0,19,6
4,177,1,1,20,6
4,182,9,0,31,16
4,182,9,1,32,16
4,183,3,1,12,1
4,178,1,0,20,7
4,178,1,1,21,7
4,184,9,1,33,16
4,185,3,1,13,1
4,179,1,1,22,7
4,186,9,1,34,16
4,187,3,1,14,1
4,180,1,0,22,8
4,180,1,1,23,8
5,137,9,0,34,17
5,137,9,1,35,17
5,138,8,0,19,10
5,138,8,1,20,10
5,137,9,1,36,17
5,138,8,0,20,11
5,138,8,1,21,11
5,137,9,1,37,17
5,138,8,1,22,11
5,144,8,0,22,12
5,144,8,1,23,12
5,145,9,1,38,17
5,146,10,1,20,2
5,150,9,0,38,18
5,150,9,1,39,18
5,151,8,0,23,13
5,151,8,1,24,13
5,152,10,1,21,2
5,155,10,0,21,3
5,155,10,1,22,3
5,156,8,1,25,13
5,157,9,1,40,18
5,124,8,1,26,13
5,125,9,1,41,18
5,126,10,0,22,4
5,126,10,1,23,4
5,127,8,1,27,13
5,128,9,0,41,19
5,128,9,1,42,19
5,129,10,1,24,4
5,130,9,1,43,19
5,131,8,1,28,13
5,132,10,1,25,4
5,134,8,0,28,14
5,134,8,1,29,14
5,133,10,0,25,5
5,133,10,1,26,5
5,135,9,1,44,19
5,158,9,1,45,19
5,159,8,1,30,14
5,160,8,1,31,14
5,161,9,1,46,19
5,162,10,1,27,5
5,164,11,0,6,5
5,164,11,1,7,5
5,165,5,1,33,16
5,163,3,1,15,1
5,166,1,1,24,8
5,168,11,0,7,6
5,168,11,1,8,6
5,169,5,1,34,16
5,167,3,0,15,2
5,167,3,1,16,2
5,170,1,1,25,8
5,171,11,1,9,6
5,172,5,0,34,17
5,172,5,1,35,17
5,173,3,1,17,2
5,174,1,1,26,8
5,176,3,1,18,2
5,175,9,0,46,20
5,175,9,1,47,20
5,177,1,0,26,9
5,177,1,1,27,9
5,182,9,1,48,20
5,183,3,1,19,2
5,178,1,0,27,10
5,178,1,1,28,10
5,184,9,1,49,20
5,185,3,1,20,2
5,179,1,0,28,11
5,179,1,1,29,11
5,186,9,1,50,20
5,187,3,1,21,2
5,180,1,1,30,11
6,188,9,1,51,20
6,189,9,0,51,21
6,189,9,1,52,21
6,190,9,1,53,21
6,191,1,0,30,12
6,191,1,1,31,12
6,192,9,1,54,21
6,193,6,0,20,6
6,193,6,1,21,6
6,194,1,0,31,13
6,194,1,1,32,13
6,195,0,1,22,6
6,196,2,1,5,2
6,182,9,1,55,21
6,184,9,1,56,21
6,186,9,1,57,21
6,183,3,1,22,2
6,185,3,1,23,2
6,187,3,1,24,2
6,178,1,1,33,13
6,179,1,1,34,13
6,180,1,1,35,13
6,77,5,1,36,17
6,60,6,1,22,6
6,61,5,0,36,18
6,61,5,1,37,18
6,62,5,1,38,18
6,63,6,1,23,6
6,64,6,1,24,6
6,65,6,1,25,6
6,66,5,1,39,18
6,70,5,1,40,18
6,71,6,1,26,6
6,72,6,1,27,6
6,73,6,1,28,6
6,67,6,1,29,6
6,68,6,1,30,6
6,69,6,1,31,6
6,137,9,0,57,22
6,137,9,1,58,22
6,138,8,1,32,14
6,137,9,1,59,22
6,138,8,1,33,14
6,144,8,1,34,14
6,145,9,1,60,22
6,146,10,1,28,5
7,0,0,1,23,6
7,1,0,1,24,6
7,2,0,1,25,6
7,3,0,1,26,6
7,4,0,1,27,6
7,5,1,1,36,13
7,6,0,1,28,6
7,7,0,1,29,6
7,8,1,1,37,13
7,9,0,1,30,6
7,10,0,0,30,7
7,10,0,1,31,7
7,11,1,1,38,13
7,12,2,1,6,2
7,13,2,1,7,2
7,14,2,1,8,2
7,15,3,1,25,2
7,16,3,1,26,2
7,17,3,1,27,2
7,18,0,1,32,7
7,19,0,1,33,7
7,20,1,0,38,14
7,20,1,1,39,14
7,23,0,1,34,7
7,21,0,1,35,7
7,24,1,1,40,14
7,25,0,1,36,7
7,22,0,1,37,7
7,26,1,1,41,14
7,19,0,1,38,7
7,18,0,1,39,7
7,20,1,1,42,14
7,23,0,1,40,7
7,21,0,1,41,7
7,24,1,1,43,14
7,25,0,1,42,7
7,22,0,1,43,7
7,26,1,1,44,14
7,31,4,0,36,19
7,31,4,1,37,19
7,32,4,1,38,19
7,33,4,1,39,19
7,28,4,1,40,19
7,29,4,0,40,20
7,29,4,1,41,20
7,30,4,0,41,21
7,30,4,1,42,21
7,37,4,0,42,22
7,37,4,1,43,22
7,38,4,1,44,22
7,39,4,0,44,23
7,39,4,1,45,23
7,37,4,0,45,24
7,37,4,1,46,24
7,38,4,1,47,24
7,39,4,0,47,25
7,39,4,1,48,25
7,34,4,0,48,26
7,34,4,1,49,26
7,35,4,1,50,26
7,40,4,1,51,26
7,41,4,1,52,26
7,42,4,1,53,26
7,43,4,1,54,26
7,44,4,1,55,26
7,45,4,1,56,26
7,56,5,0,40,19
7,56,5,1,41,19
7,57,5,0,41,20
7,57,5,1,42,20
7,58,5,1,43,20
7,59,5,1,44,20
7,105,7,1,41,16
7,107,7,0,41,17
7,107,7,1,42,17
7,106,7,1,43,17
7,60,6,1,32,6
7,61,5,1,45,20
7,62,5,1,46,20
7,63,6,1,33,6
7,64,6,1,34,6
7,65,6,1,35,6
7,66,5,1,47,20
7,67,6,1,36,6
7,68,6,1,37,6
7,69,6,1,38,6
7,70,5,1,48,20
7,71,6,1,39,6
7,72,6,1,40,6
7,73,6,1,41,6
7,74,7,0,43,18
7,74,7,1,44,18
7,75,7,0,44,19
7,75,7,1,45,19
7,76,7,1,46,19
7,78,5,1,49,20
7,79,5,1,50,20
7,92,7,1,47,19
7,93,7,0,47,20
7,93,7,1,48,20
7,94,7,1,49,20
7,111,7,0,49,21
7,111,7,1,50,21
7,112,7,0,50,22
7,112,7,1,51,22
7,113,7,0,51,23
7,113,7,1,52,23
7,108,7,1,53,23
7,110,7,0,53,24
7,110,7,1,54,24
7,109,7,0,54,25
7,109,7,1,55,25
7,115,7,1,56,25
7,116,7,0,56,26
7,116,7,1,57,26
7,117,7,1,58,26
7,114,7,1,59,26
7,197,7,0,59,27
7,197,7,1,60,27
7,198,7,1,61,27
7,121,7,1,62,27
7,122,7,1,63,27
7,123,7,1,64,27
7,124,8,1,35,14
7,125,9,1,61,22
7,126,10,1,29,5
7,127,8,1,36,14
7,128,9,1,62,22
7,129,10,1,30,5
7,130,9,1,63,22
7,131,8,1,37,14
7,132,10,1,31,5
7,133,10,1,32,5
7,134,8,1,38,14
7,135,9,1,64,22
7,136,9,1,65,22
7,137,9,1,66,22
7,138,8,1,39,14
7,139,9,1,67,22
7,140,10,1,33,5
7,142,9,1,68,22
7,141,0,1,44,7
7,143,1,1,45,14
7,164,11,0,9,7
7,164,11,1,10,7
7,165,5,1,51,20
7,163,3,1,28,2
7,166,1,1,46,14
7,168,11,1,11,7
7,169,5,1,52,20
7,167,3,1,29,2
7,170,1,1,47,14
7,173,3,1,30,2
7,171,11,1,12,7
7,172,5,1,53,20
7,174,1,1,48,14
7,175,9,1,69,22
7,176,3,1,31,2
7,177,1,1,49,14
7,178,1,0,49,15
7,178,1,1,50,15
7,179,1,1,51,15
7,180,1,1,52,15
7,199,1,1,53,15
7,200,1,0,53,16
7,200,1,1,54,16
7,191,1,1,55,16
7,193,6,1,42,6
7,194,1,0,55,17
7,194,1,1,56,17
7,144,8,1,40,14
7,145,9,1,70,22
7,146,10,1,34,5
7,201,1,1,57,17
7,202,1,1,58,17
7,203,1,1,59,17
8,62,5,1,54,20
8,63,6,1,43,6
8,64,6,0,43,7
8,64,6,1,44,7
8,65,6,1,45,7
8,66,5,0,54,21
8,66,5,1,55,21
8,67,6,0,45,8
8,67,6,1,46,8
8,68,6,1,47,8
8,69,6,1,48,8
8,70,5,1,56,21
8,71,6,0,48,9
8,71,6,1,49,9
8,72,6,1,50,9
8,73,6,1,51,9
8,74,7,0,64,28
8,74,7,1,65,28
8,60,6,1,52,9
8,61,5,1,57,21
8,150,9,0,70,23
8,150,9,1,71,23
8,151,8,0,40,15
8,151,8,1,41,15
8,152,10,0,34,6
8,152,10,1,35,6
8,157,9,1,72,23
8,156,8,0,41,16
8,156,8,1,42,16
8,155,10,1,36,6
8,124,8,1,43,16
8,125,9,1,73,23
8,126,10,1,37,6
8,127,8,1,44,16
8,128,9,1,74,23
8,129,10,1,38,6
8,130,9,0,74,24
8,130,9,1,75,24
8,131,8,0,44,17
8,131,8,1,45,17
8,132,10,1,39,6
8,133,10,1,40,6
8,134,8,0,45,18
8,134,8,1,46,18
8,135,9,1,76,24
8,137,9,0,76,25
8,137,9,1,77,25
8,138,8,1,47,18
8,144,8,1,48,18
8,145,9,1,78,25
8,146,10,1,41,6
8,204,9,0,78,26
8,204,9,1,79,26
8,205,8,0,48,19
8,205,8,1,49,19
8,206,10,1,42,6
8,207,8,1,50,19
8,208,10,1,43,6
8,209,9,1,80,26
8,210,8,1,51,19
8,211,9,1,81,26
8,212,10,1,44,6
8,213,8,1,52,19
8,214,9,1,82,26
8,215,10,1,45,6
8,216,9,1,83,26
8,217,8,0,52,20
8,217,8,1,53,20
8,218,10,1,46,6
8,219,8,0,53,21
8,219,8,1,54,21
8,220,10,1,47,6
8,221,9,1,84,26
8,158,9,1,85,26
8,159,8,1,55,21
9,1,0,1,45,7
9,0,0,1,46,7
9,2,0,0,46,8
9,2,0,1,47,8
9,3,0,1,48,8
9,4,0,1,49,8
9,6,0,1,50,8
9,7,0,1,51,8
9,9,0,1,52,8
9,10,0,1,53,8
9,5,1,0,59,18
9,5,1,1,60,18
9,8,1,1,61,18
9,11,1,1,62,18
9,12,2,1,9,2
9,13,2,1,10,2
9,14,2,0,10,3
9,14,2,1,11,3
9,15,3,1,32,2
9,16,3,1,33,2
9,17,3,1,34,2
9,19,0,0,53,9
9,19,0,1,54,9
9,18,0,1,55,9
9,20,1,1,63,18
9,23,0,1,56,9
9,21,0,1,57,9
9,24,1,1,64,18
9,25,0,1,58,9
9,22,0,1,59,9
9,26,1,1,65,18
10,0,0,0,59,10
10,0,0,1,60,10
10,1,0,1,61,10
10,2,0,1,62,10
10,3,0,1,63,10
10,4,0,1,64,10
10,5,1,1,66,18
10,6,0,1,65,10
10,7,0,1,66,10
10,8,1,1,67,18
10,9,0,1,67,10
10,10,0,1,68,10
10,11,1,1,68,18
10,12,2,1,12,3
10,13,2,1,13,3
10,14,2,1,14,3
10,15,3,1,35,2
10,17,3,1,36,2
10,16,3,1,37,2
10,18,0,1,69,10
10,19,0,1,70,10
10,20,1,0,68,19
10,20,1,1,69,19
10,23,0,1,71,10
10,21,0,1,72,10
10,24,1,0,69,20
10,24,1,1,70,20
10,25,0,0,72,11
10,25,0,1,73,11
10,22,0,1,74,11
10,26,1,1,71,20
10,19,0,1,75,11
10,18,0,1,76,11
10,20,1,1,72,20
10,23,0,1,77,11
10,21,0,1,78,11
10,24,1,1,73,20
10,25,0,1,79,11
10,22,0,1,80,11
10,26,1,1,74,20
10,31,4,1,57,26
10,32,4,0,57,27
10,32,4,1,58,27
10,31,4,0,58,28
10,31,4,1,59,28
10,32,4,0,59,29
10,32,4,1,60,29
10,33,4,1,61,29
10,28,4,1,62,29
11,19,0,0,80,12
11,19,0,1,81,12
11,20,1,0,74,21
11,20,1,1,75,21
11,21,0,1,82,12
11,23,0,1,83,12
11,25,0,1,84,12
11,24,1,1,76,21
11,22,0,0,84,13
11,22,0,1,85,13
11,26,1,1,77,21
11,31,4,0,62,30
11,31,4,1,63,30
12,31,4,1,64,30
12,32,4,0,64,31
12,32,4,1,65,31
12,33,4,1,66,31
12,31,4,1,67,31
12,33,4,1,68,31
12,32,4,0,68,32
12,32,4,1,69,32
13,56,5,1,58,21
13,57,5,0,58,22
13,57,5,1,59,22
13,58,5,1,60,22
13,59,5,1,61,22
13,105,7,0,65,29
13,105,7,1,66,29
13,107,7,0,66,30
13,107,7,1,67,30
14,0,0,1,86,13
14,1,0,1,87,13
14,2,0,1,88,13
14,3,0,1,89,13
14,6,0,1,90,13
14,9,0,1,91,13
15,0,0,1,92,13
15,1,0,1,93,13
15,2,0,1,94,13
15,4,0,1,95,13
15,7,0,1,96,13
15,10,0,1,97,13
15,3,0,1,98,13
15,6,0,1,99,13
15,9,0,1,100,13
15,5,1,1,78,21
15,8,1,1,79,21
15,11,1,1,80,21
15,12,2,1,15,3
15,13,2,1,16,3
15,14,2,1,17,3
15,16,3,1,38,2
15,17,3,1,39,2
15,15,3,1,40,2
15,18,0,1,101,13
15,21,0,1,102,13
15,22,0,1,103,13
15,19,0,0,103,14
15,19,0,1,104,14
15,20,1,1,81,21
15,23,0,1,105,14
15,25,0,1,106,14
15,26,1,1,82,21
15,24,1,1,83,21
15,31,4,0,69,33
15,31,4,1,70,33
15,32,4,0,70,34
15,32,4,1,71,34
15,33,4,1,72,34
15,28,4,0,72,35
15,28,4,1,73,35
15,29,4,0,73,36
15,29,4,1,74,36
15,30,4,1,75,36
15,37,4,1,76,36
15,38,4,0,76,37
15,38,4,1,77,37
15,39,4,1,78,37
15,37,4,1,79,37
15,38,4,1,80,37
15,39,4,0,80,38
15,39,4,1,81,38
15,34,4,1,82,38
15,35,4,1,83,38
15,36,4,1,84,38
15,41,4,1,85,38
15,56,5,1,62,22
15,57,5,1,63,22
15,58,5,1,64,22
15,59,5,1,65,22
15,105,7,1,68,30
15,107,7,1,69,30
15,106,7,1,70,30
15,60,6,1,53,9
15,61,5,0,65,23
15,61,5,1,66,23
15,62,5,1,67,23
15,66,5,1,68,23
15,70,5,1,69,23
15,63,6,1,54,9
15,65,6,1,55,9
15,67,6,1,56,9
15,69,6,1,57,9
15,71,6,1,58,9
15,73,6,1,59,9
15,64,6,1,60,9
15,68,6,1,61,9
15,72,6,1,62,9
15,75,7,1,71,30
15,74,7,1,72,30
15,76,7,1,73,30
15,77,5,1,70,23
15,124,8,1,56,21
15,127,8,1,57,21
15,125,9,1,86,26
15,128,9,1,87,26
15,130,9,1,88,26
15,131,8,1,58,21
15,126,10,1,48,6
15,134,8,1,59,21
15,133,10,1,49,6
15,129,10,1,50,6
15,132,10,1,51,6
15,124,8,1,60,21
15,127,8,1,61,21
15,125,9,0,88,27
15,125,9,1,89,27
15,128,9,1,90,27
15,126,10,1,52,6
15,129,10,1,53,6
15,130,9,0,90,28
15,130,9,1,91,28
15,131,8,1,62,21
15,132,10,1,54,6
15,134,8,1,63,21
15,133,10,1,55,6
15,135,9,1,92,28
15,136,9,1,93,28
15,137,9,1,94,28
15,138,8,0,63,22
15,138,8,1,64,22
15,139,9,1,95,28
15,140,10,1,56,6
15,142,9,1,96,28
15,141,0,1,107,14
15,143,1,1,84,21
15,164,11,0,12,8
15,164,11,1,13,8
15,165,5,1,71,23
15,163,3,1,41,2
15,166,1,1,85,21
15,168,11,1,14,8
15,171,11,1,15,8
15,169,5,1,72,23
15,167,3,1,42,2
15,173,3,1,43,2
15,170,1,1,86,21
15,172,5,0,72,24
15,172,5,1,73,24
15,174,1,1,87,21
15,175,9,1,97,28
15,176,3,1,44,2
15,177,1,1,88,21
15,178,1,1,89,21
15,179,1,1,90,21
15,180,1,1,91,21
15,222,9,1,98,28
15,223,1,1,92,21
15,224,9,1,99,28
15,225,3,1,45,2
15,199,1,1,93,21
15,190,9,1,100,28
15,188,9,1,101,28
15,200,1,1,94,21
15,189,9,1,102,28
15,191,1,1,95,21
15,193,6,0,62,10
15,193,6,1,63,10
15,226,3,1,46,2
15,192,9,1,103,28
15,194,1,1,96,21
15,227,5,1,74,24
15,228,5,1,75,24
16,2,0,0,107,15
16,2,0,1,108,15
16,1,0,0,108,16
16,1,0,1,109,16
16,0,0,0,109,17
16,0,0,1,110,17
16,3,0,0,110,18
16,3,0,1,111,18
16,6,0,1,112,18
16,9,0,1,113,18
16,4,0,0,113,19
16,4,0,1,114,19
16,7,0,1,115,19
16,10,0,1,116,19
16,5,1,0,96,22
16,5,1,1,97,22
16,8,1,1,98,22
16,11,1,1,99,22
16,12,2,0,17,4
16,12,2,1,18,4
16,13,2,0,18,5
16,13,2,1,19,5
16,14,2,0,19,6
16,14,2,1,20,6
16,17,3,0,46,3
16,17,3,1,47,3
16,15,3,1,48,3
16,16,3,0,48,4
16,16,3,1,49,4
16,18,0,1,117,19
16,19,0,0,117,20
16,19,0,1,118,20
16,23,0,1,119,20
16,25,0,1,120,20
16,21,0,0,120,21
16,21,0,1,121,21
16,22,0,1,122,21
16,20,1,0,99,23
16,20,1,1,100,23
16,24,1,1,101,23
16,26,1,1,102,23
16,195,0,1,123,21
16,196,2,0,20,7
16,196,2,1,21,7
16,229,3,0,49,5
16,229,3,1,50,5
16,230,0,0,123,22
16,230,0,1,124,22
16,231,0,1,125,22
16,232,0,1,126,22
16,233,0,0,126,23
16,233,0,1,127,23
16,234,0,1,128,23
16,235,0,0,128,24
16,235,0,1,129,24
16,236,1,0,102,24
16,236,1,1,103,24
16,237,1,1,104,24
16,238,1,1,105,24
16,239,0,1,130,24
16,240,0,1,131,24
16,241,0,1,132,24
16,242,0,1,133,24
16,243,0,1,134,24
16,244,0,1,135,24
16,245,1,1,106,24
16,246,1,1,107,24
16,247,1,1,108,24
16,31,4,1,86,38
16,33,4,0,86,39
16,33,4,1,87,39
16,32,4,0,87,40
16,32,4,1,88,40
16,28,4,0,88,41
16,28,4,1,89,41
16,29,4,0,89,42
16,29,4,1,90,42
16,30,4,0,90,43
16,30,4,1,91,43
16,37,4,0,91,44
16,37,4,1,92,44
16,38,4,0,92,45
16,38,4,1,93,45
16,39,4,1,94,45
16,37,4,1,95,45
16,34,4,0,95,46
16,34,4,1,96,46
16,35,4,0,96,47
16,35,4,1,97,47
16,36,4,1,98,47
16,42,4,1,99,47
16,43,4,0,99,48
16,43,4,1,100,48
16,42,4,1,101,48
16,43,4,1,102,48
16,44,4,0,102,49
16,44,4,1,103,49
16,47,4,0,103,50
16,47,4,1,104,50
16,48,4,0,104,51
16,48,4,1,105,51
16,49,4,1,106,51
16,50,4,0,106,52
16,50,4,1,107,52
16,48,4,1,108,52
17,0,0,1,136,24
17,1,0,1,137,24
17,2,0,1,138,24
17,3,0,1,139,24
17,4,0,1,140,24
17,5,1,1,109,24
17,6,0,1,141,24
17,7,0,1,142,24
17,8,1,1,110,24
17,9,0,1,143,24
17,10,0,1,144,24
17,11,1,1,111,24
17,12,2,1,22,7
18,0,0,1,145,24
18,1,0,1,146,24
18,2,0,0,146,25
18,2,0,1,147,25
18,3,0,1,148,25
18,6,0,1,149,25
18,9,0,0,149,26
18,9,0,1,150,26
18,4,0,1,151,26
18,7,0,1,152,26
18,10,0,1,153,26
18,5,1,1,112,24
18,8,1,1,113,24
18,11,1,1,114,24
18,12,2,1,23,7
18,13,2,1,24,7
18,14,2,1,25,7
18,15,3,1,51,5
18,16,3,1,52,5
18,17,3,1,53,5
18,19,0,0,153,27
18,19,0,1,154,27
18,18,0,1,155,27
18,20,1,0,114,25
18,20,1,1,115,25
18,21,0,1,156,27
18,23,0,1,157,27
18,25,0,1,158,27
18,24,1,0,115,26
18,24,1,1,116,26
18,22,0,1,159,27
18,26,1,1,117,26
18,195,0,1,160,27
18,233,0,1,161,27
18,234,0,1,162,27
18,235,0,1,163,27
18,230,0,1,164,27
18,231,0,1,165,27
18,232,0,1,166,27
18,236,1,1,118,26
